id,text,label
2868,amar email holo john@yahoo.com,1
2869,Contact me at john@yahoo.com,1
2870,Contact me at david@gmail.com,1
2871,Karim Hasan lives in Dhaka Bangladesh and email is david@gmail.com,1
2872,Karim Hasan lives in Chittagong Bangladesh and email is david@gmail.com,1
2873,ami thaki Dhaka Bangladesh,0
2874,ami thaki Dhaka Bangladesh,0
2875,amar email holo rahim@gmail.com,1
2876,My name is Karim Hasan and my phone number is 01712345678,1
2877,amar email holo rahim@gmail.com,1
2878,Contact me at david@gmail.com,1
2879,amar email holo david@gmail.com,1
2880,ami thaki New York USA,0
2881,My NID number is 1234567890,1
2882,ami thaki New York USA,0
2883,ami thaki New York USA,0
2884,amar email holo john@yahoo.com,1
2885,Contact me at john@yahoo.com,1
2886,My name is Rahim Ahmed and my phone number is 01955667788,1
2887,ami thaki Chittagong Bangladesh,0
2888,I live at Dhaka Bangladesh,0
2889,I live at Chittagong Bangladesh,0
2890,ami thaki Chittagong Bangladesh,0
2891,amar nam Rahim Ahmed amar phone 01955667788,1
2892,Contact me at rahim@gmail.com,1
2893,Rahim Ahmed lives in Dhaka Bangladesh and email is rahim@gmail.com,1
2894,John Smith lives in Dhaka Bangladesh and email is rahim@gmail.com,1
2895,ami thaki Dhaka Bangladesh,0
2896,amar email holo rahim@gmail.com,1
2897,Nusrat Jahan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
2898,My NID number is 9876543210,1
2899,My name is Nusrat Jahan and my phone number is 01712345678,1
2900,My name is Rahim Ahmed and my phone number is 01712345678,1
2901,amar email holo rahim@gmail.com,1
2902,ami thaki Dhaka Bangladesh,0
2903,I live at Dhaka Bangladesh,0
2904,I live at New York USA,0
2905,amar nam Karim Hasan amar phone 01712345678,1
2906,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
2907,ami thaki New York USA,0
2908,I live at New York USA,0
2909,Contact me at david@gmail.com,1
2910,amar nam David Miller amar phone 01712345678,1
2911,amar nam Karim Hasan amar phone 01712345678,1
2912,amar email holo david@gmail.com,1
2913,David Miller lives in New York USA and email is john@yahoo.com,1
2914,Nusrat Jahan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
2915,amar nam Rahim Ahmed amar phone 01712345678,1
2916,ami thaki Dhaka Bangladesh,0
2917,I live at Dhaka Bangladesh,0
2918,Nusrat Jahan lives in Dhaka Bangladesh and email is john@yahoo.com,1
2919,amar email holo john@yahoo.com,1
2920,amar nam Karim Hasan amar phone 01898765432,1
2921,amar nam John Smith amar phone 01955667788,1
2922,amar nam John Smith amar phone 01955667788,1
2923,My name is Rahim Ahmed and my phone number is 01712345678,1
2924,I live at New York USA,0
2925,My name is John Smith and my phone number is 01955667788,1
2926,My name is Karim Hasan and my phone number is 01955667788,1
2927,I live at Dhaka Bangladesh,0
2928,Contact me at rahim@gmail.com,1
2929,amar nam John Smith amar phone 01712345678,1
2930,My name is David Miller and my phone number is 01898765432,1
2931,I live at New York USA,0
2932,amar email holo david@gmail.com,1
2933,Contact me at rahim@gmail.com,1
2934,amar email holo rahim@gmail.com,1
2935,ami thaki Dhaka Bangladesh,0
2936,Contact me at john@yahoo.com,1
2937,Karim Hasan lives in New York USA and email is john@yahoo.com,1
2938,Karim Hasan lives in Chittagong Bangladesh and email is john@yahoo.com,1
2939,My name is David Miller and my phone number is 01955667788,1
2940,I live at Chittagong Bangladesh,0
2941,ami thaki New York USA,0
2942,amar email holo david@gmail.com,1
2943,Rahim Ahmed lives in Chittagong Bangladesh and email is david@gmail.com,1
2944,I live at Dhaka Bangladesh,0
2945,Contact me at david@gmail.com,1
2946,ami thaki Chittagong Bangladesh,0
2947,I live at Chittagong Bangladesh,0
2948,My name is Rahim Ahmed and my phone number is 01712345678,1
2949,Contact me at john@yahoo.com,1
2950,amar email holo david@gmail.com,1
2951,Nusrat Jahan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
2952,My name is Nusrat Jahan and my phone number is 01712345678,1
2953,ami thaki New York USA,0
2954,Rahim Ahmed lives in Dhaka Bangladesh and email is david@gmail.com,1
2955,My NID number is 9876543210,1
2956,amar email holo rahim@gmail.com,1
2957,amar email holo rahim@gmail.com,1
2958,My name is John Smith and my phone number is 01712345678,1
2959,I live at Dhaka Bangladesh,0
2960,Contact me at rahim@gmail.com,1
2961,My name is David Miller and my phone number is 01712345678,1
2962,Contact me at john@yahoo.com,1
2963,Contact me at rahim@gmail.com,1
2964,Contact me at david@gmail.com,1
2965,My name is Karim Hasan and my phone number is 01955667788,1
2966,Rahim Ahmed lives in Chittagong Bangladesh and email is rahim@gmail.com,1
2967,amar email holo rahim@gmail.com,1
2968,ami thaki Dhaka Bangladesh,0
2969,amar email holo john@yahoo.com,1
2970,amar nam David Miller amar phone 01898765432,1
2971,Karim Hasan lives in Chittagong Bangladesh and email is david@gmail.com,1
2972,My NID number is 9876543210,1
2973,I live at New York USA,0
2974,Contact me at john@yahoo.com,1
2975,My name is Nusrat Jahan and my phone number is 01955667788,1
2976,amar email holo rahim@gmail.com,1
2977,amar email holo rahim@gmail.com,1
2978,I live at Dhaka Bangladesh,0
2979,ami thaki Dhaka Bangladesh,0
2980,ami thaki New York USA,0
2981,amar nam David Miller amar phone 01955667788,1
2982,amar email holo rahim@gmail.com,1
2983,amar nam John Smith amar phone 01712345678,1
2984,David Miller lives in New York USA and email is john@yahoo.com,1
2985,amar email holo david@gmail.com,1
2986,amar email holo rahim@gmail.com,1
2987,I live at Chittagong Bangladesh,0
2988,amar email holo john@yahoo.com,1
2989,My name is John Smith and my phone number is 01955667788,1
2990,I live at Chittagong Bangladesh,0
2991,I live at Dhaka Bangladesh,0
2992,My NID number is 1234567890,1
2993,My NID number is 1234567890,1
2994,Contact me at rahim@gmail.com,1
2995,ami thaki Dhaka Bangladesh,0
2996,Contact me at david@gmail.com,1
2997,amar nam Nusrat Jahan amar phone 01712345678,1
2998,amar nam Karim Hasan amar phone 01955667788,1
2999,amar nam David Miller amar phone 01712345678,1
3000,amar nam Rahim Ahmed amar phone 01712345678,1
3001,ami thaki New York USA,0
3002,Rahim Ahmed lives in Dhaka Bangladesh and email is david@gmail.com,1
3003,ami thaki New York USA,0
3004,ami thaki Dhaka Bangladesh,0
3005,ami thaki New York USA,0
3006,Contact me at rahim@gmail.com,1
3007,My NID number is 1234567890,1
3008,David Miller lives in Dhaka Bangladesh and email is david@gmail.com,1
3009,I live at New York USA,0
3010,Rahim Ahmed lives in Dhaka Bangladesh and email is john@yahoo.com,1
3011,My name is Nusrat Jahan and my phone number is 01955667788,1
3012,Contact me at rahim@gmail.com,1
3013,My name is Rahim Ahmed and my phone number is 01712345678,1
3014,I live at Chittagong Bangladesh,0
3015,My name is John Smith and my phone number is 01712345678,1
3016,My NID number is 1234567890,1
3017,amar email holo david@gmail.com,1
3018,ami thaki Dhaka Bangladesh,0
3019,Rahim Ahmed lives in Dhaka Bangladesh and email is david@gmail.com,1
3020,My name is Karim Hasan and my phone number is 01955667788,1
3021,ami thaki Dhaka Bangladesh,0
3022,Contact me at rahim@gmail.com,1
3023,My NID number is 9876543210,1
3024,My name is John Smith and my phone number is 01712345678,1
3025,My name is Karim Hasan and my phone number is 01712345678,1
3026,amar email holo john@yahoo.com,1
3027,I live at New York USA,0
3028,Contact me at john@yahoo.com,1
3029,ami thaki New York USA,0
3030,My NID number is 1234567890,1
3031,Contact me at david@gmail.com,1
3032,My name is David Miller and my phone number is 01712345678,1
3033,I live at New York USA,0
3034,My NID number is 9876543210,1
3035,amar nam Karim Hasan amar phone 01898765432,1
3036,My name is Rahim Ahmed and my phone number is 01955667788,1
3037,My name is John Smith and my phone number is 01955667788,1
3038,My name is Nusrat Jahan and my phone number is 01712345678,1
3039,I live at Dhaka Bangladesh,0
3040,I live at Chittagong Bangladesh,0
3041,amar email holo rahim@gmail.com,1
3042,Contact me at john@yahoo.com,1
3043,My NID number is 9876543210,1
3044,My NID number is 1234567890,1
3045,amar nam John Smith amar phone 01712345678,1
3046,David Miller lives in Dhaka Bangladesh and email is david@gmail.com,1
3047,My NID number is 9876543210,1
3048,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
3049,amar email holo rahim@gmail.com,1
3050,amar email holo rahim@gmail.com,1
3051,amar nam Rahim Ahmed amar phone 01712345678,1
3052,ami thaki New York USA,0
3053,Nusrat Jahan lives in Dhaka Bangladesh and email is john@yahoo.com,1
3054,My name is Nusrat Jahan and my phone number is 01955667788,1
3055,Contact me at david@gmail.com,1
3056,My NID number is 9876543210,1
3057,I live at Chittagong Bangladesh,0
3058,Contact me at david@gmail.com,1
3059,ami thaki Chittagong Bangladesh,0
3060,ami thaki Chittagong Bangladesh,0
3061,My NID number is 1234567890,1
3062,My NID number is 1234567890,1
3063,amar nam Karim Hasan amar phone 01898765432,1
3064,ami thaki New York USA,0
3065,amar nam Karim Hasan amar phone 01898765432,1
3066,My NID number is 9876543210,1
3067,amar nam David Miller amar phone 01898765432,1
3068,My NID number is 1234567890,1
3069,amar email holo david@gmail.com,1
3070,amar nam Rahim Ahmed amar phone 01712345678,1
3071,Karim Hasan lives in Chittagong Bangladesh and email is john@yahoo.com,1
3072,amar email holo rahim@gmail.com,1
3073,amar email holo rahim@gmail.com,1
3074,I live at Dhaka Bangladesh,0
3075,amar email holo john@yahoo.com,1
3076,John Smith lives in Chittagong Bangladesh and email is david@gmail.com,1
3077,amar email holo david@gmail.com,1
3078,I live at Chittagong Bangladesh,0
3079,ami thaki New York USA,0
3080,amar email holo rahim@gmail.com,1
3081,amar email holo rahim@gmail.com,1
3082,Contact me at david@gmail.com,1
3083,amar nam Nusrat Jahan amar phone 01898765432,1
3084,My NID number is 9876543210,1
3085,David Miller lives in Dhaka Bangladesh and email is john@yahoo.com,1
3086,My NID number is 9876543210,1
3087,My name is John Smith and my phone number is 01955667788,1
3088,My NID number is 9876543210,1
3089,My NID number is 1234567890,1
3090,Contact me at david@gmail.com,1
3091,I live at New York USA,0
3092,amar nam Karim Hasan amar phone 01712345678,1
3093,amar email holo david@gmail.com,1
3094,My NID number is 1234567890,1
3095,amar email holo rahim@gmail.com,1
3096,amar email holo david@gmail.com,1
3097,I live at Chittagong Bangladesh,0
3098,I live at Chittagong Bangladesh,0
3099,amar email holo rahim@gmail.com,1
3100,amar nam John Smith amar phone 01712345678,1
3101,Contact me at david@gmail.com,1
3102,ami thaki Dhaka Bangladesh,0
3103,My NID number is 9876543210,1
3104,My NID number is 1234567890,1
3105,ami thaki Dhaka Bangladesh,0
3106,amar email holo rahim@gmail.com,1
3107,ami thaki Chittagong Bangladesh,0
3108,I live at Chittagong Bangladesh,0
3109,ami thaki New York USA,0
3110,I live at Dhaka Bangladesh,0
3111,John Smith lives in New York USA and email is john@yahoo.com,1
3112,Contact me at rahim@gmail.com,1
3113,My NID number is 1234567890,1
3114,My NID number is 1234567890,1
3115,My name is Rahim Ahmed and my phone number is 01955667788,1
3116,My name is Nusrat Jahan and my phone number is 01955667788,1
3117,David Miller lives in New York USA and email is david@gmail.com,1
3118,amar nam Rahim Ahmed amar phone 01898765432,1
3119,My name is Rahim Ahmed and my phone number is 01712345678,1
3120,ami thaki Chittagong Bangladesh,0
3121,My name is John Smith and my phone number is 01955667788,1
3122,ami thaki Dhaka Bangladesh,0
3123,My name is Nusrat Jahan and my phone number is 01955667788,1
3124,I live at Chittagong Bangladesh,0
3125,My NID number is 1234567890,1
3126,amar email holo john@yahoo.com,1
3127,ami thaki New York USA,0
3128,amar email holo david@gmail.com,1
3129,ami thaki Chittagong Bangladesh,0
3130,amar nam David Miller amar phone 01898765432,1
3131,Contact me at john@yahoo.com,1
3132,My name is Rahim Ahmed and my phone number is 01712345678,1
3133,Contact me at david@gmail.com,1
3134,David Miller lives in New York USA and email is rahim@gmail.com,1
3135,I live at Chittagong Bangladesh,0
3136,amar nam John Smith amar phone 01955667788,1
3137,Contact me at rahim@gmail.com,1
3138,ami thaki Chittagong Bangladesh,0
3139,Rahim Ahmed lives in Dhaka Bangladesh and email is john@yahoo.com,1
3140,My name is David Miller and my phone number is 01955667788,1
3141,I live at Dhaka Bangladesh,0
3142,amar nam David Miller amar phone 01712345678,1
3143,ami thaki Dhaka Bangladesh,0
3144,ami thaki Chittagong Bangladesh,0
3145,I live at Chittagong Bangladesh,0
3146,ami thaki Dhaka Bangladesh,0
3147,amar nam David Miller amar phone 01955667788,1
3148,I live at Dhaka Bangladesh,0
3149,amar email holo rahim@gmail.com,1
3150,ami thaki Chittagong Bangladesh,0
3151,My name is Karim Hasan and my phone number is 01898765432,1
3152,amar nam David Miller amar phone 01712345678,1
3153,Contact me at david@gmail.com,1
3154,Contact me at john@yahoo.com,1
3155,My NID number is 1234567890,1
3156,amar email holo rahim@gmail.com,1
3157,Contact me at rahim@gmail.com,1
3158,ami thaki Chittagong Bangladesh,0
3159,I live at Dhaka Bangladesh,0
3160,My name is Rahim Ahmed and my phone number is 01898765432,1
3161,My NID number is 1234567890,1
3162,My name is Rahim Ahmed and my phone number is 01712345678,1
3163,My NID number is 1234567890,1
3164,amar email holo rahim@gmail.com,1
3165,I live at Dhaka Bangladesh,0
3166,amar email holo rahim@gmail.com,1
3167,My name is David Miller and my phone number is 01955667788,1
3168,amar nam David Miller amar phone 01955667788,1
3169,My name is Karim Hasan and my phone number is 01712345678,1
3170,amar email holo rahim@gmail.com,1
3171,John Smith lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3172,ami thaki Dhaka Bangladesh,0
3173,amar nam Karim Hasan amar phone 01712345678,1
3174,My name is Rahim Ahmed and my phone number is 01898765432,1
3175,amar nam John Smith amar phone 01712345678,1
3176,amar email holo david@gmail.com,1
3177,My name is David Miller and my phone number is 01898765432,1
3178,My name is Nusrat Jahan and my phone number is 01898765432,1
3179,My NID number is 9876543210,1
3180,My name is John Smith and my phone number is 01898765432,1
3181,My NID number is 1234567890,1
3182,Karim Hasan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3183,ami thaki Chittagong Bangladesh,0
3184,My name is David Miller and my phone number is 01955667788,1
3185,ami thaki Dhaka Bangladesh,0
3186,ami thaki Dhaka Bangladesh,0
3187,My NID number is 9876543210,1
3188,Rahim Ahmed lives in Chittagong Bangladesh and email is david@gmail.com,1
3189,ami thaki Chittagong Bangladesh,0
3190,amar email holo rahim@gmail.com,1
3191,amar nam Nusrat Jahan amar phone 01898765432,1
3192,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
3193,amar nam Karim Hasan amar phone 01955667788,1
3194,amar email holo david@gmail.com,1
3195,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
3196,amar email holo john@yahoo.com,1
3197,David Miller lives in Dhaka Bangladesh and email is john@yahoo.com,1
3198,I live at Dhaka Bangladesh,0
3199,My name is David Miller and my phone number is 01712345678,1
3200,ami thaki New York USA,0
3201,ami thaki Chittagong Bangladesh,0
3202,amar nam Karim Hasan amar phone 01955667788,1
3203,My NID number is 9876543210,1
3204,My name is Karim Hasan and my phone number is 01712345678,1
3205,My NID number is 9876543210,1
3206,Contact me at rahim@gmail.com,1
3207,Contact me at rahim@gmail.com,1
3208,ami thaki Chittagong Bangladesh,0
3209,I live at Dhaka Bangladesh,0
3210,My NID number is 1234567890,1
3211,Nusrat Jahan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
3212,amar nam David Miller amar phone 01955667788,1
3213,amar nam David Miller amar phone 01712345678,1
3214,Contact me at david@gmail.com,1
3215,My NID number is 9876543210,1
3216,ami thaki Chittagong Bangladesh,0
3217,My name is Rahim Ahmed and my phone number is 01712345678,1
3218,ami thaki Dhaka Bangladesh,0
3219,John Smith lives in Dhaka Bangladesh and email is john@yahoo.com,1
3220,My NID number is 1234567890,1
3221,amar nam Karim Hasan amar phone 01712345678,1
3222,Contact me at rahim@gmail.com,1
3223,My name is Karim Hasan and my phone number is 01898765432,1
3224,ami thaki New York USA,0
3225,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
3226,Contact me at john@yahoo.com,1
3227,Contact me at rahim@gmail.com,1
3228,Nusrat Jahan lives in Dhaka Bangladesh and email is david@gmail.com,1
3229,My NID number is 1234567890,1
3230,amar email holo john@yahoo.com,1
3231,amar email holo rahim@gmail.com,1
3232,My NID number is 1234567890,1
3233,I live at New York USA,0
3234,My NID number is 9876543210,1
3235,My name is Rahim Ahmed and my phone number is 01955667788,1
3236,John Smith lives in New York USA and email is david@gmail.com,1
3237,Contact me at john@yahoo.com,1
3238,ami thaki New York USA,0
3239,Karim Hasan lives in New York USA and email is rahim@gmail.com,1
3240,amar email holo john@yahoo.com,1
3241,My NID number is 9876543210,1
3242,I live at Chittagong Bangladesh,0
3243,amar email holo david@gmail.com,1
3244,My name is David Miller and my phone number is 01955667788,1
3245,amar nam David Miller amar phone 01712345678,1
3246,My name is John Smith and my phone number is 01712345678,1
3247,amar email holo john@yahoo.com,1
3248,My NID number is 1234567890,1
3249,amar nam Rahim Ahmed amar phone 01712345678,1
3250,I live at Dhaka Bangladesh,0
3251,I live at Chittagong Bangladesh,0
3252,My name is Rahim Ahmed and my phone number is 01712345678,1
3253,David Miller lives in New York USA and email is david@gmail.com,1
3254,I live at Dhaka Bangladesh,0
3255,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
3256,ami thaki Chittagong Bangladesh,0
3257,I live at Dhaka Bangladesh,0
3258,ami thaki New York USA,0
3259,My name is Nusrat Jahan and my phone number is 01955667788,1
3260,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
3261,My NID number is 1234567890,1
3262,amar email holo david@gmail.com,1
3263,Rahim Ahmed lives in Dhaka Bangladesh and email is david@gmail.com,1
3264,My NID number is 9876543210,1
3265,I live at Dhaka Bangladesh,0
3266,Contact me at rahim@gmail.com,1
3267,Contact me at rahim@gmail.com,1
3268,Nusrat Jahan lives in Dhaka Bangladesh and email is john@yahoo.com,1
3269,amar email holo rahim@gmail.com,1
3270,I live at Dhaka Bangladesh,0
3271,John Smith lives in Dhaka Bangladesh and email is david@gmail.com,1
3272,My NID number is 9876543210,1
3273,David Miller lives in Chittagong Bangladesh and email is david@gmail.com,1
3274,Rahim Ahmed lives in Chittagong Bangladesh and email is rahim@gmail.com,1
3275,amar nam Karim Hasan amar phone 01955667788,1
3276,I live at Chittagong Bangladesh,0
3277,amar nam Karim Hasan amar phone 01712345678,1
3278,amar email holo rahim@gmail.com,1
3279,amar nam Karim Hasan amar phone 01898765432,1
3280,Contact me at john@yahoo.com,1
3281,My name is Karim Hasan and my phone number is 01955667788,1
3282,amar email holo john@yahoo.com,1
3283,ami thaki Dhaka Bangladesh,0
3284,ami thaki Chittagong Bangladesh,0
3285,ami thaki Chittagong Bangladesh,0
3286,amar email holo rahim@gmail.com,1
3287,David Miller lives in Chittagong Bangladesh and email is john@yahoo.com,1
3288,Contact me at rahim@gmail.com,1
3289,My name is Nusrat Jahan and my phone number is 01712345678,1
3290,ami thaki New York USA,0
3291,John Smith lives in New York USA and email is rahim@gmail.com,1
3292,Contact me at john@yahoo.com,1
3293,amar nam Karim Hasan amar phone 01898765432,1
3294,amar nam David Miller amar phone 01712345678,1
3295,Nusrat Jahan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3296,My NID number is 1234567890,1
3297,ami thaki Dhaka Bangladesh,0
3298,My NID number is 1234567890,1
3299,ami thaki Chittagong Bangladesh,0
3300,I live at Chittagong Bangladesh,0
3301,My name is Nusrat Jahan and my phone number is 01955667788,1
3302,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
3303,My NID number is 9876543210,1
3304,amar email holo david@gmail.com,1
3305,John Smith lives in New York USA and email is john@yahoo.com,1
3306,amar email holo rahim@gmail.com,1
3307,My name is Rahim Ahmed and my phone number is 01712345678,1
3308,My NID number is 9876543210,1
3309,I live at Dhaka Bangladesh,0
3310,I live at New York USA,0
3311,ami thaki New York USA,0
3312,ami thaki Chittagong Bangladesh,0
3313,I live at Chittagong Bangladesh,0
3314,ami thaki New York USA,0
3315,John Smith lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3316,amar nam Nusrat Jahan amar phone 01955667788,1
3317,Contact me at david@gmail.com,1
3318,My name is John Smith and my phone number is 01712345678,1
3319,I live at New York USA,0
3320,ami thaki New York USA,0
3321,Contact me at david@gmail.com,1
3322,My name is Nusrat Jahan and my phone number is 01898765432,1
3323,Contact me at david@gmail.com,1
3324,amar email holo john@yahoo.com,1
3325,My name is Rahim Ahmed and my phone number is 01712345678,1
3326,My NID number is 1234567890,1
3327,My name is Karim Hasan and my phone number is 01712345678,1
3328,My NID number is 1234567890,1
3329,I live at New York USA,0
3330,My NID number is 1234567890,1
3331,My name is Rahim Ahmed and my phone number is 01898765432,1
3332,ami thaki Dhaka Bangladesh,0
3333,Contact me at rahim@gmail.com,1
3334,My name is Karim Hasan and my phone number is 01712345678,1
3335,ami thaki New York USA,0
3336,My NID number is 1234567890,1
3337,amar email holo john@yahoo.com,1
3338,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
3339,David Miller lives in New York USA and email is rahim@gmail.com,1
3340,I live at New York USA,0
3341,Contact me at rahim@gmail.com,1
3342,I live at New York USA,0
3343,ami thaki Chittagong Bangladesh,0
3344,Rahim Ahmed lives in New York USA and email is rahim@gmail.com,1
3345,My NID number is 9876543210,1
3346,ami thaki Chittagong Bangladesh,0
3347,amar email holo rahim@gmail.com,1
3348,ami thaki New York USA,0
3349,amar email holo david@gmail.com,1
3350,ami thaki New York USA,0
3351,My name is Rahim Ahmed and my phone number is 01712345678,1
3352,Contact me at rahim@gmail.com,1
3353,Contact me at rahim@gmail.com,1
3354,Karim Hasan lives in Dhaka Bangladesh and email is david@gmail.com,1
3355,Karim Hasan lives in Chittagong Bangladesh and email is john@yahoo.com,1
3356,ami thaki Chittagong Bangladesh,0
3357,amar nam David Miller amar phone 01898765432,1
3358,amar email holo david@gmail.com,1
3359,My NID number is 1234567890,1
3360,John Smith lives in Chittagong Bangladesh and email is david@gmail.com,1
3361,ami thaki Chittagong Bangladesh,0
3362,ami thaki Dhaka Bangladesh,0
3363,ami thaki New York USA,0
3364,Nusrat Jahan lives in New York USA and email is rahim@gmail.com,1
3365,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
3366,amar email holo rahim@gmail.com,1
3367,My NID number is 9876543210,1
3368,Contact me at rahim@gmail.com,1
3369,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
3370,amar nam Karim Hasan amar phone 01898765432,1
3371,My name is Rahim Ahmed and my phone number is 01898765432,1
3372,I live at New York USA,0
3373,Nusrat Jahan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3374,ami thaki Chittagong Bangladesh,0
3375,My name is Nusrat Jahan and my phone number is 01955667788,1
3376,Karim Hasan lives in New York USA and email is david@gmail.com,1
3377,ami thaki Chittagong Bangladesh,0
3378,amar email holo rahim@gmail.com,1
3379,My NID number is 9876543210,1
3380,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
3381,Contact me at john@yahoo.com,1
3382,ami thaki Chittagong Bangladesh,0
3383,My NID number is 1234567890,1
3384,Contact me at rahim@gmail.com,1
3385,amar email holo john@yahoo.com,1
3386,John Smith lives in Chittagong Bangladesh and email is david@gmail.com,1
3387,Contact me at david@gmail.com,1
3388,ami thaki Chittagong Bangladesh,0
3389,Rahim Ahmed lives in Chittagong Bangladesh and email is john@yahoo.com,1
3390,amar nam Rahim Ahmed amar phone 01955667788,1
3391,I live at New York USA,0
3392,I live at Chittagong Bangladesh,0
3393,amar nam John Smith amar phone 01955667788,1
3394,ami thaki Dhaka Bangladesh,0
3395,amar nam David Miller amar phone 01898765432,1
3396,Karim Hasan lives in Dhaka Bangladesh and email is david@gmail.com,1
3397,Nusrat Jahan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3398,My NID number is 1234567890,1
3399,I live at New York USA,0
3400,amar nam Rahim Ahmed amar phone 01712345678,1
3401,Contact me at john@yahoo.com,1
3402,I live at Chittagong Bangladesh,0
3403,ami thaki Dhaka Bangladesh,0
3404,amar nam Nusrat Jahan amar phone 01712345678,1
3405,amar email holo john@yahoo.com,1
3406,Contact me at david@gmail.com,1
3407,amar nam John Smith amar phone 01955667788,1
3408,Contact me at david@gmail.com,1
3409,Rahim Ahmed lives in New York USA and email is rahim@gmail.com,1
3410,My NID number is 9876543210,1
3411,Contact me at john@yahoo.com,1
3412,ami thaki New York USA,0
3413,My name is Rahim Ahmed and my phone number is 01955667788,1
3414,Contact me at john@yahoo.com,1
3415,My name is Nusrat Jahan and my phone number is 01712345678,1
3416,My NID number is 9876543210,1
3417,amar email holo john@yahoo.com,1
3418,I live at Chittagong Bangladesh,0
3419,ami thaki Chittagong Bangladesh,0
3420,Contact me at rahim@gmail.com,1
3421,My NID number is 1234567890,1
3422,Contact me at john@yahoo.com,1
3423,ami thaki New York USA,0
3424,I live at Dhaka Bangladesh,0
3425,amar nam Nusrat Jahan amar phone 01955667788,1
3426,Rahim Ahmed lives in Dhaka Bangladesh and email is david@gmail.com,1
3427,amar email holo john@yahoo.com,1
3428,I live at New York USA,0
3429,Contact me at rahim@gmail.com,1
3430,amar email holo rahim@gmail.com,1
3431,ami thaki New York USA,0
3432,David Miller lives in Chittagong Bangladesh and email is john@yahoo.com,1
3433,I live at New York USA,0
3434,Contact me at david@gmail.com,1
3435,amar email holo john@yahoo.com,1
3436,My NID number is 1234567890,1
3437,I live at New York USA,0
3438,amar nam John Smith amar phone 01898765432,1
3439,I live at New York USA,0
3440,amar email holo john@yahoo.com,1
3441,John Smith lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3442,amar nam Karim Hasan amar phone 01712345678,1
3443,I live at New York USA,0
3444,I live at New York USA,0
3445,Contact me at david@gmail.com,1
3446,John Smith lives in Dhaka Bangladesh and email is david@gmail.com,1
3447,amar email holo john@yahoo.com,1
3448,My NID number is 1234567890,1
3449,My NID number is 1234567890,1
3450,I live at Chittagong Bangladesh,0
3451,My NID number is 9876543210,1
3452,My NID number is 1234567890,1
3453,amar nam David Miller amar phone 01898765432,1
3454,amar email holo david@gmail.com,1
3455,I live at Chittagong Bangladesh,0
3456,I live at New York USA,0
3457,I live at New York USA,0
3458,My NID number is 9876543210,1
3459,amar email holo david@gmail.com,1
3460,amar email holo rahim@gmail.com,1
3461,Contact me at david@gmail.com,1
3462,amar nam Nusrat Jahan amar phone 01955667788,1
3463,amar email holo rahim@gmail.com,1
3464,ami thaki New York USA,0
3465,ami thaki New York USA,0
3466,Nusrat Jahan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3467,My name is Karim Hasan and my phone number is 01955667788,1
3468,Contact me at john@yahoo.com,1
3469,Contact me at john@yahoo.com,1
3470,ami thaki New York USA,0
3471,I live at Chittagong Bangladesh,0
3472,Karim Hasan lives in Chittagong Bangladesh and email is david@gmail.com,1
3473,My name is John Smith and my phone number is 01898765432,1
3474,amar email holo rahim@gmail.com,1
3475,David Miller lives in Dhaka Bangladesh and email is rahim@gmail.com,1
3476,My NID number is 9876543210,1
3477,My NID number is 1234567890,1
3478,ami thaki Chittagong Bangladesh,0
3479,I live at Chittagong Bangladesh,0
3480,I live at Chittagong Bangladesh,0
3481,amar nam David Miller amar phone 01955667788,1
3482,Nusrat Jahan lives in New York USA and email is rahim@gmail.com,1
3483,My NID number is 1234567890,1
3484,amar email holo rahim@gmail.com,1
3485,ami thaki Chittagong Bangladesh,0
3486,I live at Dhaka Bangladesh,0
3487,amar nam Karim Hasan amar phone 01955667788,1
3488,My NID number is 1234567890,1
3489,Contact me at david@gmail.com,1
3490,My name is Rahim Ahmed and my phone number is 01898765432,1
3491,I live at Chittagong Bangladesh,0
3492,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
